,TIME,birga_x,birga_y,rates_x,rates_y,valin_x,valin_y,valout_y,volume_x,volume_y,start,step,back,profit,perc
184,12:09:02,alfa,alfa,0.0195,0.019,USD,PZM,USD,2449.85625134,30543.9860012,100.0,5118.990944505019,97.08607301416984,-2.913926985830159,-2.913926985830159
185,12:09:02,alfa,alfa,0.0195,0.0189,USD,PZM,USD,2449.85625134,30928.33603435,100.0,5118.990944505019,96.57509368251634,-3.4249063174836607,-3.4249063174836607
186,12:09:02,alfa,live,0.0195,0.02002,USD,PZM,USD,2449.85625134,649.45036995,100.0,5118.990944505019,102.29806219703582,2.2980621970358186,2.2980621970358186
187,12:09:02,alfa,live,0.0195,0.02001,USD,PZM,USD,2449.85625134,1636.45036995,100.0,5118.990944505019,102.24696426387047,2.246964263870467,2.246964263870467
188,12:09:02,alfa,live,0.0195,0.02001,USD,PZM,USD,2449.85625134,1726.74219363,100.0,5118.990944505019,102.24696426387047,2.246964263870467,2.246964263870467
189,12:09:02,live,alfa,0.02029,0.0191,USD,PZM,USD,492.69655,3814.2366555,100.0,4919.680799302508,93.79706854329996,-6.202931456700043,-6.202931456700043
190,12:09:02,live,alfa,0.02029,0.019,USD,PZM,USD,492.69655,30543.9860012,100.0,4919.680799302508,93.305984414801,-6.694015585198997,-6.694015585198996
191,12:09:02,live,alfa,0.02029,0.0189,USD,PZM,USD,492.69655,30928.33603435,100.0,4919.680799302508,92.81490028630206,-7.185099713697937,-7.185099713697937
192,12:09:02,live,live,0.02029,0.02002,USD,PZM,USD,492.69655,649.45036995,100.0,4919.680799302508,98.31504252549033,-1.6849574745096731,-1.684957474509673
193,12:09:02,live,live,0.02029,0.02001,USD,PZM,USD,492.69655,1636.45036995,100.0,4919.680799302508,98.26593411264042,-1.7340658873595771,-1.7340658873595771
194,12:09:02,live,live,0.02029,0.02001,USD,PZM,USD,492.69655,1726.74219363,100.0,4919.680799302508,98.26593411264042,-1.7340658873595771,-1.7340658873595771
195,12:09:02,live,alfa,0.0203,0.0191,USD,PZM,USD,2932.41071291,3814.2366555,100.0,4917.257311224033,93.75086309081557,-6.249136909184429,-6.249136909184429
196,12:09:02,live,alfa,0.0203,0.019,USD,PZM,USD,2932.41071291,30543.9860012,100.0,4917.257311224033,93.2600208756804,-6.739979124319603,-6.739979124319603
197,12:09:02,live,alfa,0.0203,0.0189,USD,PZM,USD,2932.41071291,30928.33603435,100.0,4917.257311224033,92.76917866054525,-7.230821339454749,-7.2308213394547485
198,12:09:02,live,live,0.0203,0.02002,USD,PZM,USD,2932.41071291,649.45036995,100.0,4917.257311224033,98.26661147005905,-1.733388529940953,-1.7333885299409533
199,12:09:02,live,live,0.0203,0.02001,USD,PZM,USD,2932.41071291,1636.45036995,100.0,4917.257311224033,98.21752724854554,-1.7824727514544634,-1.7824727514544634
200,12:09:02,live,live,0.0203,0.02001,USD,PZM,USD,2932.41071291,1726.74219363,100.0,4917.257311224033,98.21752724854554,-1.7824727514544634,-1.7824727514544634
201,12:09:02,live,alfa,0.02031,0.0191,USD,PZM,USD,16936.95678311,3814.2366555,100.0,4914.836209642928,93.70470313853058,-6.295296861469424,-6.295296861469424
202,12:09:02,live,alfa,0.02031,0.019,USD,PZM,USD,16936.95678311,30543.9860012,100.0,4914.836209642928,93.21410259853826,-6.785897401461739,-6.78589740146174
203,12:09:02,live,alfa,0.02031,0.0189,USD,PZM,USD,16936.95678311,30928.33603435,100.0,4914.836209642928,92.72350205854596,-7.276497941454039,-7.276497941454039
204,12:09:02,live,live,0.02031,0.02002,USD,PZM,USD,16936.95678311,649.45036995,100.0,4914.836209642928,98.21822810645979,-1.7817718935402098,-1.7817718935402098
205,12:09:02,live,live,0.02031,0.02001,USD,PZM,USD,16936.95678311,1636.45036995,100.0,4914.836209642928,98.16916805246056,-1.830831947539437,-1.830831947539437
206,12:09:02,live,live,0.02031,0.02001,USD,PZM,USD,16936.95678311,1726.74219363,100.0,4914.836209642928,98.16916805246056,-1.830831947539437,-1.830831947539437
207,12:09:02,live,live,0.02227274,0.01923073,USDT,PZM,USDT,514.96900837,109.7859082,100.0,4481.726245529193,86.03200974414615,-13.967990255853849,-13.967990255853849
208,12:09:02,live,live,0.02227274,0.0192,USDT,PZM,USDT,514.96900837,187.44896199,100.0,4481.726245529193,85.89453375340437,-14.105466246595626,-14.105466246595624
209,12:09:02,live,live,0.02227274,0.01905,USDT,PZM,USDT,514.96900837,537.44896199,100.0,4481.726245529193,85.22348270845592,-14.776517291544081,-14.776517291544081
210,12:09:02,live,hot,0.02227274,0.02024665,USDT,PZM,USDT,514.96900837,44.92,100.0,4481.726245529193,90.57690426137317,-9.423095738626827,-9.423095738626827
211,12:09:02,live,hot,0.02227274,0.02004618,USDT,PZM,USDT,514.96900837,97.3,100.0,4481.726245529193,89.68006690816769,-10.319933091832311,-10.319933091832311
212,12:09:02,live,hot,0.02227274,0.01984771,USDT,PZM,USDT,514.96900837,153.77,100.0,4481.726245529193,88.79217690222822,-11.20782309777178,-11.20782309777178
213,12:09:02,live,live,0.02227275,0.01923073,USDT,PZM,USDT,955.48978793,109.7859082,100.0,4481.724233327625,86.03197111756894,-13.968028882431057,-13.968028882431058
214,12:09:02,live,live,0.02227275,0.0192,USDT,PZM,USDT,955.48978793,187.44896199,100.0,4481.724233327625,85.89449518855102,-14.10550481144898,-14.105504811448979
215,12:09:02,live,live,0.02227275,0.01905,USDT,PZM,USDT,955.48978793,537.44896199,100.0,4481.724233327625,85.22344444489048,-14.776555555109525,-14.776555555109525
216,12:09:02,live,hot,0.02227275,0.02024665,USDT,PZM,USDT,955.48978793,44.92,100.0,4481.724233327625,90.57686359423315,-9.423136405766854,-9.423136405766854
217,12:09:02,live,hot,0.02227275,0.02004618,USDT,PZM,USDT,955.48978793,97.3,100.0,4481.724233327625,89.68002664368893,-10.319973356311067,-10.319973356311067
218,12:09:02,live,hot,0.02227275,0.01984771,USDT,PZM,USDT,955.48978793,153.77,100.0,4481.724233327625,88.79213703639354,-11.207862963606459,-11.207862963606459
219,12:09:02,live,live,0.02227294,0.01923073,USDT,PZM,USDT,1278.02118333,109.7859082,100.0,4481.686001841152,86.03123721919215,-13.96876278080785,-13.96876278080785
220,12:09:02,live,live,0.02227294,0.0192,USDT,PZM,USDT,1278.02118333,187.44896199,100.0,4481.686001841152,85.89376246291685,-14.106237537083146,-14.106237537083146
221,12:09:02,live,live,0.02227294,0.01905,USDT,PZM,USDT,1278.02118333,537.44896199,100.0,4481.686001841152,85.22271744367534,-14.777282556324664,-14.777282556324664
222,12:09:02,live,hot,0.02227294,0.02024665,USDT,PZM,USDT,1278.02118333,44.92,100.0,4481.686001841152,90.57609092551124,-9.423909074488762,-9.423909074488762
223,12:09:02,live,hot,0.02227294,0.02004618,USDT,PZM,USDT,1278.02118333,97.3,100.0,4481.686001841152,89.67926162546222,-10.320738374537783,-10.320738374537783
224,12:09:02,live,hot,0.02227294,0.01984771,USDT,PZM,USDT,1278.02118333,153.77,100.0,4481.686001841152,88.79137959233645,-11.208620407663545,-11.208620407663545
279,12:09:02,hot,live,0.0205,0.01923073,USDT,PZM,USDT,1559.6,109.7859082,100.0,4869.284069163311,93.4716382784797,-6.528361721520298,-6.528361721520298
280,12:09:02,hot,live,0.0205,0.0192,USDT,PZM,USDT,1559.6,187.44896199,100.0,4869.284069163311,93.32227403467316,-6.677725965326843,-6.677725965326843
281,12:09:02,hot,live,0.0205,0.01905,USDT,PZM,USDT,1559.6,537.44896199,100.0,4869.284069163311,92.59319376877728,-7.406806231222717,-7.406806231222716
282,12:09:02,hot,hot,0.0205,0.02024665,USDT,PZM,USDT,1559.6,44.92,100.0,4869.284069163311,98.40955310333935,-1.5904468966606515,-1.5904468966606515
283,12:09:02,hot,hot,0.0205,0.02004618,USDT,PZM,USDT,1559.6,97.3,100.0,4869.284069163311,97.43516163064501,-2.5648383693549874,-2.5648383693549874
284,12:09:02,hot,hot,0.0205,0.01984771,USDT,PZM,USDT,1559.6,153.77,100.0,4869.284069163311,96.47049122816266,-3.5295087718373424,-3.529508771837343
285,12:09:02,hot,live,0.02065159,0.01923073,USDT,PZM,USDT,1672.67,109.7859082,100.0,4833.5417959512015,92.7855232797491,-7.2144767202509,-7.214476720250901
286,12:09:02,hot,live,0.02065159,0.0192,USDT,PZM,USDT,1672.67,187.44896199,100.0,4833.5417959512015,92.63725542250256,-7.362744577497438,-7.362744577497438
287,12:09:02,hot,live,0.02065159,0.01905,USDT,PZM,USDT,1672.67,537.44896199,100.0,4833.5417959512015,91.91352686451427,-8.086473135485733,-8.086473135485733
288,12:09:02,hot,hot,0.02065159,0.02024665,USDT,PZM,USDT,1672.67,44.92,100.0,4833.5417959512015,97.68719205729228,-2.312807942707721,-2.312807942707721
